City,Latitude,Longitude,Landmark,House of Worship,Pilgrimage,Archaeological Site,Shoreline ,Waterside ,Woods ,Hill Station,Urban Area,Province,State,id
Sakleshpur,13.01,75.67,Hills Fort Waterfalls Hindu Temple,3,0,12,0,26,0,33,0,Sakleshpur,Karnataka,adf97b40d4515f6a1d6638bed1ac5842
Sakoli,21.08,80,Hindu Temple Lake,3,0,0,0,24,0,0,0,Sakoli,Maharashtra,e33baedf042b979ea0cd0ae095eca19c
salcete,15.31,73.91,Beach Church,1,0,0,20,0,0,0,0,salcete,Goa,fd48922ea122cbc686056fa198b24521
Salem,11.67,78.13,Hindu Temple Zoo Dam,3,0,0,0,23,29,0,0,Salem,Tamil Nadu,f98c0696939f20c50f63f46c2e297121
sam,26.87,70.57,Desert,0,0,17,0,0,0,0,0,sam,Rajasthan,725c516897ad539fab9e43760373e815
Samastipur,25.9,85.81,Hindu Temple,3,0,0,0,0,0,0,0,Samastipur,Bihar,28b228fea17dcbd8e59f620b77efd917
Sambalpur,21.45,83.91,Dam Wildlife Sanctuary Hindu Temple,3,0,0,0,23,32,0,0,Sambalpur,Orissa,ae587589415630183abc91d5f2fd3de4
Sangla,31.43,78.26,Fort River Bank Hills Hill Station,0,0,12,0,22,0,36,0,Sangla,Himachal Pradesh,263284cfa61e5f89a4895988ed0e38a0
Sangli,16.82,74.65,Fort Hindu Temple,3,0,12,0,0,0,0,0,Sangli,Maharashtra,52ae671779ce14109e55db3d08a9caf3
sangolda,15.54,73.81,Church Fort Beach,1,0,12,20,0,0,0,0,sangolda,Goa,49ba7a4b966d5959f112566a46b604f9
Sangrur,30.25,75.84,Fort,0,0,12,0,0,0,0,0,Sangrur,Punjab,dfd892fcf1d4b092de3ba892a3df38d0
Saputara,20.53,73.75,Lake Hill Station Garden,0,0,0,0,24,28,36,0,Saputara,Gujarat,eb9cb82d81fcc0e56f99f5ce3021b046
Sarahan,31.46,77.65,Hindu Temple,3,0,0,0,0,0,0,0,Sarahan,Himachal Pradesh,c1f57f494a719e67756d12ebc303ea18
Sariska,27.37,76.33,Historical Place. Fort,0,0,10,0,0,0,0,0,Sariska,Rajasthan,74f9d5cad47b527e21074dee6053bc3a
sarkhej,22.99,72.48,Caves Historical Place Hindu Temple,3,0,13,0,0,0,0,0,sarkhej,Gujarat,7f68cedc1b3950dbd13ab6d46d95cac1
Sasan Gir,21.06,70.53,Dam Museum Wildlife Sanctuary,0,0,16,0,23,32,0,0,Sasan Gir,Gujarat,435e6e19449194d795576bd6d4af5707
Satara,17.69,74,Fort Palace Hindu temple wildlife Sanctuary,3,0,12,0,0,32,0,0,Satara,Maharashtra,f5aa153f5a75e256ab5760a4ee7297d8
Satna,24.58,80.79,Park,0,0,0,0,0,0,0,40,Satna,Madhya Pradesh,9192c6fe2cb8ccf4cb9d601f7549e728
Sattal,29.38,79.46,Lake Waterfalls Museum Hindu Temple,3,0,16,0,26,0,0,0,Sattal,Uttarakhand,c0acb4ba3d7ae704ef5960f17c0f5440
Sawai Madhopur,26.01,76.6,Fort Palace Hindu temple wildlife Sanctuary,3,0,12,0,0,32,0,0,Sawai Madhopur,Rajasthan,ea07c562f673b643f273ce04dfa9e893
Sawantwadi,15.91,73.82,Lake Palace,0,0,11,0,24,0,0,0,Sawantwadi,Maharashtra,de40916bfb4df93cb8de42339aaffb1a
Secunderabad,15.91,79.74,River Bank Park Lake Hindu Temple Church Museum,1,0,16,0,22,0,0,40,Secunderabad,Andhra Pradesh,904addf51ba96fd1fc396360426835fd
Sendhwa,21.67,75.08,Fort Hindu Temple,3,0,12,0,0,0,0,0,Sendhwa,Madhya Pradesh,bba66f7383cbf26a9285302a53e2d2f3
Seoni,22.6,79.6,Hindu Temple Museum Dam,3,0,16,0,23,0,0,0,Seoni,Madhya Pradesh,f8ffd6136e64a02562e03be5fe62d389
Shahdol,23.3,81.36,Hindu Temple,3,0,0,0,0,0,0,0,Shahdol,Madhya Pradesh,9e091522d8430a46abc11e14417fbed0
Shahtalai,31.45,76.52,Dam Hindu Temple,3,0,0,0,23,0,0,0,Shahtalai,Himachal Pradesh,872eefcf54b6735d1506134d59b1edd3
shamshi,31.9,77.14,Waterfalls Lake Dam Garden Wildlife Sanctuary Hill Station,0,0,0,0,23,28,36,0,shamshi,Himachal Pradesh,b778d219fccb921a62406292a0cde714
Shankarpur,26.02,86.87,Beach,0,0,0,20,0,0,0,0,Shankarpur,Bihar,68eed919f3515721fd94152f5655af91
Shantiniketan,23.68,87.69,Historical Place Wildlife Sanctuary Park,0,0,10,0,0,32,0,40,Shantiniketan,West Bengal,57512ff42f6a7efc458e1aefff6693b5
Shegaon,20.79,76.69,Hindu Temple,3,0,0,0,0,0,0,0,Shegaon,Maharashtra,343571aa62db7d1c63bd02f182b0ade0
Sheopur,25.67,76.7,Fort,0,0,12,0,0,0,0,0,Sheopur,Madhya Pradesh,186101ddbef70f0019237919797c1ca8
Shillong,25.58,91.89,Lake Museum Park Waterfalls Church Garden,1,0,16,0,26,28,0,40,Shillong,Meghalaya,42b58220b4ac8e4d7815b5938f8b586d
Shimla,31.01,77.18,Hills Hindu Temple Museum Bird Sanctuary,3,0,16,0,0,31,33,0,Shimla,Himachal Pradesh,25d8050418a6d8176735bd326f3bc3f3
Shimoga,13.93,75.57,Park Lake Museum Hindu Temple Dam,3,0,16,0,23,0,0,40,Shimoga,Karnataka,831781c11ea76de7fdc470b8f11418a2
Shirdi,19.77,74.48,Hindu Temple Museum,3,0,16,0,0,0,0,0,Shirdi,Maharashtra,13920d7f255f3accf1bbc8a15099f465
shirwal,18.17,73.95,Hills,0,0,0,0,0,0,33,0,shirwal,Maharashtra,e8d5d3f0fc6ada88e4f535c6f129f9ee
Shivpuri,25.41,77.67,Wildlide Sanctuary Museum Palace Hindu Temple Waterfalls,3,0,11,0,26,32,0,0,Shivpuri,Madhya Pradesh,5452aaff230b74edac84ceca133525b0
shogi,31.03,77.12,Hindu Temple Wildlife Sanctuary Waterfalls,3,0,0,0,26,32,0,0,shogi,Himachal Pradesh,e8a70b652056eea0f89df4650eb5387b
Shrivardhan,18.05,73.01,Beach Fort Hindu Temple,3,0,12,20,0,0,0,0,Shrivardhan,Maharashtra,5d4f571b7fad4d93de56b51a4c80d523
Sibsagar,26.98,94.63,Historical Place Hindu Temple,3,0,10,0,0,0,0,0,Sibsagar,Assam,de84f54040ad08f4210bb6bc804ebd30
Sidhpur,23.92,72.37,Lake Hills Waterfalls,0,0,0,0,26,0,33,0,Sidhpur,Gujarat,0e7095afc9926559e02d7cde12b0a62d
Sikar,27.62,75.15,Park Museum Fort Hindu Temple,3,0,12,0,0,0,0,40,Sikar,Rajasthan,5ca09eb3b3e77b3d2f26920d733a69f8
Silchar,24.83,92.8,Hindu Temple. Lake Park,3,0,0,0,24,0,0,40,Silchar,Assam,78ba2584fff7139f59ab0264b17cf3c3
SilentValley,11.07,76.43,Dam Waterfalls,0,0,0,0,23,0,0,0,SilentValley,Kerala,00b2a11f9555f85f9f7b3cc61828544a
Siliguri,26.71,88.43,Forest Park Hindu Temple Mueum,3,0,16,0,0,27,0,40,Siliguri,West Bengal,17f32a972f30f28de2f635695d948b0c
Silvassa,20.27,72.99,Garden Museum Dam Park Hindu Temple,3,0,16,0,23,28,0,40,Silvassa,Dadra and Nagar Haveli,50813bb793490fa3bdd2a06be7000610
Sindhudurg,15.85,73.64,Beach Fort Waterfalls Lake Hill Station Garden Fort,0,0,12,20,26,28,36,0,Sindhudurg,Maharashtra,013fc3e6ac8bee9f7ad334085e16afe2
Singrauli,24.07,82.63,Garden,0,0,0,0,0,28,0,0,Singrauli,Madhya Pradesh,1ec883d5736c7e083b581e5095a8c309
siolim,15.63,73.77,Beach River Church Hindu Temple,1,0,0,20,22,0,0,0,siolim,Goa,ab02c64f8ef7cd46af77a715413d7e1d
Sirmaur,30.56,77.47,Lake Hindu Temple Monastery Wildlife Sanctuary Zoo Fort,5,0,12,0,24,29,0,0,Sirmaur,Himachal Pradesh,5cb64dc82f18386c86a16e560dea73cd
Sirohi,25.72,73.61,Lake Wildlife Santuary Fort Hindu Temple Park,3,0,12,0,24,32,0,40,Sirohi,Rajasthan,8c17a09654cf0049c859de2afb3428d7
Sirsi,14.46,74.81,Hindi Temple,3,0,0,0,0,0,0,0,Sirsi,Sikkim,522c6e1124d1395c7fb1f227f84d852e
Sivaganga,9.84,78.48,Historical Place Hindu Temple,3,0,10,0,0,0,0,0,Sivaganga,Tamil Nadu,ae91abeb65aa9579c2f4fb0122de3774
Sivakasi,9.48,77.81,Hindu Temple,3,0,0,0,0,0,0,0,Sivakasi,Tamil Nadu,6ea73e594b3023d8e4c77f3636a965c7
Solan,30.85,77.07,Park Hindu Temple,3,0,0,0,0,0,0,40,Solan,Himachal Pradesh,e31412de97c4adcc10da79eba4bfd920
Solapur,18.51,73.89,Hindu Temple Fort Zoo Garden,3,0,12,0,0,29,0,0,Solapur,Maharashtra,2f24bb2405f38a4f7dd7af6a3a28b327
Sombariea,27.14,88.15,Lake Wildlife Sanctuary Hindu Pilgrimage Cave,0,8,13,0,24,32,0,0,Sombariea,Sikkim,f775bccf7817f1b8c4d9e6fe18b231d9
Somnath,20.91,70.4,Hindu Temple Museum Cave Beach,3,0,13,20,0,0,0,0,Somnath,Gujarat,afd16b1f19ab7283ec1bbb57e428ee9a
Sonamarg,34.3,75.29,Snow Hills,0,0,0,0,0,0,35,0,Sonamarg,Jammu and Kashmir,759d96634ea862ce56cf794d37785e82
Sonipat,28.93,77.09,Hills Lake,0,0,0,0,24,0,33,0,Sonipat,Haryana,74e0afc4693eaa6ee204e0150bdbc82f
Sravasti,27.5,82.04,Monestary Buddhist Pilgrimage,5,7,0,0,0,0,0,0,Sravasti,Uttar Pradesh,780aa122d889c249801d19a75c8cf76b
Sri Ganganagar,26.86,81.02,Hindu Temple,3,0,0,0,0,0,0,0,Sri Ganganagar,Rajasthan,0e2212ec6edbc84a226a242075205413
Srikakulam,18.31,83.89,Beach,0,0,0,20,0,0,0,0,Srikakulam,Andhra Pradesh,709ff7133596e6db2d2b20e77058cf03
Srikalahasti,13.8,79.73,Hindu Temple,3,0,0,0,0,0,0,0,Srikalahasti,Andhra Pradesh,0b494ef2fda92cc5ab64dd17d594f567
Srinagar,34.1,74.84,Lake Garden Hindu Temple Park,3,0,0,0,24,28,0,40,Srinagar,Jammu and Kashmir,9f75ad408665c44f1846e138da771bdd
Sriperumbudur,12.97,79.96,Hindu Temple,3,0,0,0,0,0,0,0,Sriperumbudur,Tamil Nadu,23603bc151cbfedc7b6bfcb8aa0318eb
srirangam,10.86,78.69,Fort Dam Hindu Temple,3,0,12,0,23,0,0,0,srirangam,Tamil Nadu,7e6c7e0a373e0ffd3ad55ea92d0b5921
Srisailam,16.07,78.91,Hindu Temple Dam,3,0,0,0,23,0,0,0,Srisailam,Andhra Pradesh,47948838565aa46609e1292634cab6d0
srivardhan,18.05,73.01,Beach Fort,0,0,12,20,0,0,0,0,srivardhan,Maharashtra,117abe22d4ae148d31f6b0a58363f06a
Subramanya,12.67,75.61,Hindu Temple Wildlife Santuary,3,0,0,0,0,32,0,0,Subramanya,Karnataka,0262d5ccaa9d38c8f638e16d70ff5213
sultan bathery,11.68,76.26,Cave Hills Jain Temple Dam,4,0,13,0,23,0,33,0,sultan bathery,Kerala,d1a621fc353d782e77223783c2436474
Sultanpur,26.26,82.07,River Bank,0,0,0,0,22,0,0,0,Sultanpur,Uttar Pradesh,3fcd9a0dd54e15c97ad9301e6ed9f6b2
Sumerpur,25.15,73.08,Jain Temple Hindu Temple,4,0,0,0,0,0,0,0,Sumerpur,Rajasthan,6bc772f1393110c7aae17b12ce443ff4
suntikoppa,12.43,75.81,Dam Backwaters,0,0,0,0,25,0,0,0,suntikoppa,Karnataka,176d3cb8f5475965ca9389ec5c9beffb
Surajgarh,28.31,75.73,Hindu Temple Zoo Garden Lake,3,0,0,0,24,29,0,0,Surajgarh,Karnataka,68570e29c0e7a53d1ec725b3a8372baa
Surat,21.21,72.84,Beach Garden Museum Hindu Temple,3,0,16,20,0,28,0,0,Surat,Gujarat,b054a033874cb302c2c869ae0898d8d8
Surendranagar,23.2,71.79,Lake Garden Park,0,0,0,0,24,28,0,40,Surendranagar,Gujarat,adb992c80f2cba4857fb4e1f85985460
Tadepalligudem,16.81,81.52,Cave,0,0,13,0,0,0,0,0,Tadepalligudem,Andhra Pradesh,4d7f5fa2cbdcd5183e6e5a4ce8f0700e
Tadoba,20.19,79.32,Wildlife Sanctuary,0,0,0,0,0,32,0,0,Tadoba,Maharashtra,4ee66140684cf2d7fb02324f396377b4
Tajpur,21.63,87.51,Beach Hindu Temple,3,0,0,20,0,0,0,0,Tajpur,West Bengal,5f7cc4db5e1bdd6f0a8a8d483631328e
Takdah,27.04,88.36,Bird Sanctuary Hills Park,0,0,0,0,0,31,33,40,Takdah,West Bengal,73e97811df349abc40ce8dfa0b69cdba
tambaram,12.93,80.12,Zoo Temple Wildlife Sanctuary Beach,3,0,0,20,0,29,0,0,tambaram,Tamil Nadu,67f1701cdae5a4f8bd02334030fa3022
Tanjore,10.77,79.14,Hindu Temple,3,0,0,0,0,0,0,0,Tanjore,Tamilnadu,919b0e22ff6b5f5cc38d257797780f0f
Tanuku,16.76,81.67,Waterfalls Hindu Temple,3,0,0,0,26,0,0,0,Tanuku,Andhra Pradesh,cab30711ae4c5bc4ca8e521afe12c572
tapovan,30.13,78.32,Hills,0,0,0,0,0,0,33,0,tapovan,Uttarakhand,6caa6541a87d7302ef5a83341111b807
tapukrah,28.11,76.83,Hindu Temple,3,0,0,0,0,0,0,0,tapukrah,Haryana,8f1ab894a449f99fa3ba5c72fe7b87da
Tarapith,24.11,87.8,Hindu Temple,3,0,0,0,0,0,0,0,Tarapith,"West Bengal
",c769378b9f91eb916a28e9a606b9c599
Tarkali,16.04,73.48,Beach Fort Island,0,0,12,20,0,0,0,0,Tarkali,Maharashtra,9175c0fe9f5c9e626eeb91e57f71284e
Tarn Taran,31.46,74.93,Hindu Temple Fort Museum Bird Sanctuary,3,0,12,0,0,31,0,0,Tarn Taran,Punjab,174931e9cfa967b7b9683ec165735731
Tehri,30.22,78.75,Dam Hindu Temple,3,0,0,0,23,0,0,0,Tehri,Uttarakhand,587d6e849d7e8123f828c8a09f99401c
Tenkasi,8.95,77.27,Hindu Temple Historical Place Waterfalls,3,0,10,0,26,0,0,0,Tenkasi,Tamil Nadu,069f7fd27cdf8727129ad36e31b85f6c
Thalasserry,11.75,75.49,Fort Island Beach Church,1,0,12,20,0,0,0,0,Thalasserry,Kerala,f1ebb959cfc56fe0cbd1bb2143a97247
Thane,19.08,72.88,Lake Garden Wildelife Sanctuary,0,0,0,0,24,32,0,0,Thane,Maharashtra,1c50dea0b17078a0375acea37840508e
Thanjavur,10.78,79.15,Pilgrimage Palace Hindu Temple River Bank Church Wildlife Sanctuary,1,8,11,0,22,32,0,0,Thanjavur,Tamil Nadu,afe518086b023d07b711370a926f14b2
Thattekkad,10.1,76.7,Bird Sanctuary Dam Waterfalls,0,0,0,0,26,31,0,0,Thattekkad,Kerala,d8d89a93e6a61ecafbbca152a453a6d6
Thekkady,9.63,77.16,Lake Hills Wildelife Sanctuary,0,0,0,0,24,32,33,0,Thekkady,Kerala,c23bda2bcd6eb385c830b532bd7f7ee3
Thiruchendur,8.5,78.13,Beach Cave Hindi Temple,3,0,13,20,0,0,0,0,Thiruchendur,Tamil Nadu,ab07386753ba2ddf35396653791af6a8
Thiruvananthapuram,8.5,76.95,Hindu Temple Historical Place Beach Palace Museum Zoo,3,0,10,20,0,29,0,0,Thiruvananthapuram,Kerala,67b5b7ff271a9826155d8aa309cf0fb1
Thiruvannamalai,12.23,79.03,Hindu Temple Cave,3,0,13,0,0,0,0,0,Thiruvannamalai,tamil nadu,5bb7132f2354ce9f70aede31f4b19a70
Thodupuzha,10,76.57,Hindu Temple Waterfalls Dam,3,0,0,0,23,0,0,0,Thodupuzha,Kerala,fb7e41c60565f06538459ac8ddc6b687
Thrissur,10.42,76.1,Palace Zoo Museum Church Hindu Temple,1,0,16,0,0,29,0,0,Thrissur,Kerala,0bc9a7d214c301411d4b8c208eecd530
Tinsukia,27.49,95.35,Park Wildlife Sanctuary Garden,0,0,0,0,0,28,0,40,Tinsukia,Assam,53ec08b86bde4684007e0fb5d3375f2e
Tiruchengode,11.38,77.9,Waterfalls Hindu Temple Lake Dam,3,0,0,0,23,0,0,0,Tiruchengode,Tamil Nadu,827b9e4681dabe4f5c6c49ad8b898f44
Tiruchirappalli,10.8,78.68,Hindu Temple Dam Fort Park,3,0,12,0,23,0,0,40,Tiruchirappalli,Tamil Nadu,431111a950aa67353ef2ce0ad2095a81
Tirunelveli,8.72,77.72,Hindu Temple Historical Place Museum,3,0,10,0,0,0,0,0,Tirunelveli,Tamil Nadu,602da62d8382f3fe81243af69fb4f90b
Tirupati,13.63,79.43,Hindu Temple Pilgrimage Zoo Museum,3,8,16,0,0,29,0,0,Tirupati,Andhra Pradesh,bbbf52a2730bed9cc68ee776ff43505a
tirupporur,12.71,80.23,Hindu Temple Bird Sanctuary Lake,3,0,0,0,24,31,0,0,tirupporūr,Tamil Nadu,a4e8721c40927a82ffb821e5e2e04d69
Tirupur,11.14,77.32,Hindu Temple Museum,3,0,16,0,0,0,0,0,Tirupur,Tamil Nadu,cee27bed977a01f8137963758c17ff1b
Tiruttani,13.17,79.62,Hindu Temple,3,0,0,0,0,0,0,0,Tiruttani,Tamil Nadu,8afe3c588c472298c459d867117e6631
Tiruvannamalai,12.24,79.03,Hindu Temple Hills Dam Fort,3,0,12,0,23,0,33,0,Tiruvannamalai,Tamil Nadu,3e13111929e5f8b915710cdd05917ef6
trivandrum,8.53,76.95,Waterfalls,0,0,0,0,26,0,0,0,trivandrum,Kerala,09642e737680b16dca5e882ac1a05005
tughlakabad,28.51,77.21,Historical place,0,0,10,0,0,0,0,0,tughlakabad,Delhi NCR,829505bc1ab06629bb9f53387bc9afd9
Tuljapur,18.01,76.07,Historical Place Hindu Temple,3,0,10,0,0,0,0,0,Tuljapur,Maharashtra,4acdc039086ae7c2211f0c0d95ff3f68
Tumkur,13.34,77.11,Hindu Temple Hills,3,0,0,0,0,0,33,0,Tumkur,Karnataka,4979046106a0a73162d64405b41176c2
Tura,25.52,90.17,Hill Station Waterfalls,0,0,0,0,26,0,36,0,Tura,Meghalaya,0a5989fae8827754a594400761071248
Tuticorin,8.81,78.14,Church Island Coast Beach Park,1,0,0,20,0,0,0,40,Tuticorin,Tamil Nadu,8416ebecc4dcba75fe8a8ce65bf2fe70
Udaipur,24.54,73.64,Lake,0,0,0,0,24,0,0,0,Udaipur,Rajasthan,9e04643da8560c880e964a6c49f2bec6
Udhampur,32.92,75.13,Temple Lake,3,0,0,0,24,0,0,0,Udhampur,Jammu and Kashmir,ba1b4bfbfc84d793a0ca5b7e2b2d1e4c
Udupi,13.34,74.75,Hindu Pilgrimage Beach Coast,0,8,0,20,0,0,0,0,Udupi,Karnataka,e0333fcd3c6cf13c5a3666ace8c87f62
Ujjain,23.18,75.78,Hindu Pilgrimage Palace,0,8,11,0,0,0,0,0,Ujjain,Madhya Pradesh,75f8782da01d9726b93ad51ccc195fad
Ulhas Nagar,19.22,73.16,Monuement Hindu Temple Garden,3,0,15,0,0,28,0,0,Ulhas Nagar,Maharashtra,36397774ca789c57ab30d0785e59650c
Umargam,20.18,72.77,Beach,0,0,0,20,0,0,0,0,Umargam,Gujarat,18300b1d6a750b0cd94569cf631a29e7
umaria,23.53,80.83,Wildelife Sanctuary Hills Fort Museum Hindu Temple,3,0,12,0,0,32,33,0,umaria,Madhya Pradesh,cd887b05174c211235daa3e8bf3cd2de
Umbergaon,28.98,77.71,Beach Dam Historical Place,0,0,10,20,23,0,0,0,Umbergaon,Gujarat,314ad7c547af96d796de0984eb17cd6b
Una,31.66,76.06,Fort Gurudwara Historical Place,2,0,10,0,0,0,0,0,Una,Himachal Pradesh,403703f8c485f28e84854d929279a82b
Uttarkashi,30.73,78.44,Hindu Pilgrimage Hill Station,0,8,0,0,0,0,36,0,Uttarkashi,Uttarakhand,e2827f087a6385a48e45b1cf19b1cbc7
vadakkancheri,10.62,76.21,Hindu TempleDam,3,0,0,0,23,0,0,0,vadakkancheri,Kerala,e678c3df7b5705d8ba7af4edb579d089
Vadodara,22.31,73.18,City Museum,0,0,16,0,0,0,0,38,Vadodara,Gujarat,2cc8ecbcb03a3b49e64dcadd60440bec
vaduvanchal,11.56,76.22,Waterfalls Caves Dam Hindu Temple,3,0,13,0,23,0,0,0,vaduvanchal,Kerala,da344ee4b0bdd6ae67123088a40a3453
Vagamon,9.68,76.87,Hills Church Hill Station,1,0,0,0,0,0,36,0,Vagamon,Kerala,a89de42dc86b19a4388d86c221b0b2b5
vagator,15.6,73.73,Beach Fort Hills,0,0,12,20,0,0,33,0,vagator,Goa,ad2c20be9f57ed5a765163163b2450cf
vallam,10.75,79.11,Hindu Temple Church,1,0,0,0,0,0,0,0,vallam,Tamil Nadu,ed9d5338c6920a0f547fadb7277a4d86
Valparai,10.3,76.88,Dam Tea Estate Forest,0,0,0,0,23,27,37,0,Valparai,Tamil Nadu,ad4fd8b1cd672f73826ba75280ca5057
Valsad,20.6,72.93,Hindu Temple Beach,3,0,0,20,0,0,0,0,Valsad,Gujarat,d93fd5c26e99b8bea41e9e1f3b75445e
valudavur,11.96,79.76,Beach Lake,0,0,0,20,24,0,0,0,valudavūr,Tamil Nadu,bb074b16915c314552faedd8c3c63a99
vandalur,12.89,80.08,Zoo Hindu Temple Lake,3,0,0,0,24,29,0,0,vandalūr,Tamil Nadu,fb10cfde4b76da7fc8ec918f6cb27b20
vandanmedu,9.73,77.15,Waterfalls Hills,0,0,0,0,26,0,33,0,vandanmedu,Kerala,d3980cd28cd70857ab398b109547b927
vandiperiyar,9.61,77.07,HIlls Tea Estate,0,0,0,0,0,0,37,0,vandiperiyar,Kerala,0fed77f6aba71ad44a2f1e93f6ce2f43
Vapi,20.37,72.92,Garden Beach,0,0,0,20,0,28,0,0,Vapi,Gujarat,297061b6499a1a52afc810d11c1e54fa
Varanasi,25.3,83,Monuements Hindu Pilgrimage River Bank,0,8,15,0,22,0,0,0,Varanasi,Uttar Pradesh,10f6d8d983e7d59de4db26a14f509369
Varkala,28.61,77.21,Hills,0,0,0,0,0,0,33,0,Varkala,Kerala,33f7bc11a256834c5de6da51c145adcc
Vasco,15.4,73.82,Museum Garden Fort Beach,0,0,12,20,0,28,0,0,Goa,Goa,8643f886bc17cebb6a1233ef75be4615
vayalar,9.71,76.36,Beach Church Temple,1,0,0,20,0,0,0,0,vayalar,Kerala,90a496a6ccaa4e9a9663328fdaa4a17d
velanganni,10.68,79.85,Church,1,0,0,0,0,0,0,0,velanganni,Tamil Nadu,d365b67c41b2335449762e26ae13bb93
Vellore,12.94,79.15,Fort Hindu Temple,3,0,12,0,0,0,0,0,Vellore,tamil nadu,fe75cceb65ebce43eb52cf42c7739311
Vengurla,15.85,73.64,Beach,0,0,0,20,0,0,0,0,Vengurla,maharashtrashekhsam,328a52e9be1b4e041e697d6338d24f26
Veraval,20.92,70.36,Hindu Temple,3,0,0,0,0,0,0,0,Veraval,gujarat,c65818c76d28a349806f7d0ef7533ebc
verem,15.5,73.8,Beach Church,1,0,0,20,0,0,0,0,verem,Goa,f2c5852a42c1050242ce376bb3d7b269
vettutura,8.57,76.84,Garden Lake,0,0,0,0,24,28,0,0,vettutura,Kerala,164cc952157441db85d05810a960ef79
Vidisha,23.53,77.81,Caves Museum Hills,0,0,13,0,0,0,33,0,Vidisha,Madhya Pradesh,b30eef6b499cb5a7b873dbe15e46b3b3
Vijayawada,16.51,80.63,Caves Hills Island Forest Park Zoo Museum,0,0,13,21,0,27,33,40,Vijayawada,Andhra Pradesh,7777fa8995f0bfa3f336b4148f60bd62
villianur,11.92,79.75,Lake Hindu Temple Beach Forest,3,0,0,20,24,27,0,0,villianur,Tamil Nadu,e18984fa291897a55afdd4d7648577dd
Vinukonda,16.06,79.75,Hills,0,0,0,0,0,0,33,0,Vinukonda,Andhra Pradesh,91bc473796db3e2ff5cecd7fed0de91e
virajpet,12.19,75.8,Church Lake Hills Waterfalls Tea Estate,1,0,0,0,26,0,37,0,virajpet,Karnataka,1a22c4fb1c88963123c20c92646f38bf
Virudhunagar,9.7,77.87,Dam,0,0,0,0,23,0,0,0,Virudhunagar,Tamil Nadu,39d30d3062ecf6b48fae48cf8b843404
Visakhapatnam,17.74,83.33,Beach Coast Port Zoo,0,0,0,20,0,29,0,0,Visakhapatnam,Andhra Pradesh,4f7e68d7b3e39e52d815a20fd67a2e97
Vizianagram,18.11,83.42,Hindu Temple Dam Museum Beach,3,0,16,20,23,0,0,0,Vizianagram,Andhra Pradesh,651c076fdce4d1863068959e07d8deed
vythiri,11.53,76.02,Lake Waterfalls Hills,0,0,0,0,26,0,33,0,vythiri,Kerala,923eafa1d14e6858f2d8aa4141cba5fd
Wada,19.74,73.09,Lake Dam Wildlife Sanctuary,0,0,0,0,23,32,0,0,Wada,Maharashtra,88d883078fa1b8cdedceae13502dc1b5
Wai,17.94,73.91,Hindu Temple Hill Station,3,0,0,0,0,0,36,0,Wai,Maharashtra,a1138e3c189a1d7a7b0ede487cb4be7b
Warangal,18.01,79.56,Wildlife Sanctuary Garden Hindu Temple,3,0,0,0,0,32,0,0,Warangal,Andhra Pradesh,d667b7873bbdd80f9efd36887c911053
Wardha,20.75,78.6,Buddhist Piligrimage Wildlife Santuary Dam,0,7,10,18,22,30,36,38,Wardha,Maharashtra,152ddcc1221b53c86176fc348abc0b01
Washim,20.11,77.14,Hindu Temple Lake,3,0,0,0,24,0,0,0,Washim,Maharashtra,0bfdb7ce680ce6029c99311fc2d05a77
Wayanad,11.6,76.08,Hills Lake Cave,0,0,13,0,24,0,33,0,Wayanad,Kerala,49f7eb436677a526d8f7bb06a7cd078b
wellington,11.36,76.81,Hills Garden,0,0,0,0,0,28,33,0,wellington,Tamil Nadu,6300e510a130dbdbfc8567dc52a063c9
West Sikkim,27.27,88.09,Buddhist Piligrimage Buddhist Piligrimage Hills,0,7,0,0,0,0,33,0,West Sikkim,West Sikkim,f461700b9673f7fb7dfdb8431a64452e
wynchpet,16.52,80.6,Cave Island Museum Hills,0,0,16,21,0,0,33,0,wynchpet,Andhra Pradesh,b943c0796c0c97eaac21af1623c67269
Yamunanagar,30.15,77.31,Palace Hindu Temple,3,0,11,0,0,0,0,0,Yamunanagar,Haryana,acd8b46c3daf5e026b292541517cf112
Yamunotri,31,78.46,Snow Hindu Pilgrimage,0,8,0,0,0,0,35,0,Yamunotri,Uttarakhand,92a6ac8cb4102790c297d394ce6d125c
Yanam,16.73,82.2,Wildlife Sanctuary Hindu Temple,3,0,0,0,0,32,0,0,Yanam,Tamil Nadu,1fead121d7899424aaf075d269073a1d
Yelagiri,12.59,78.63,Park Hills Lake,0,0,0,0,24,0,33,40,Yelagiri,Tamil Nadu,dbbda069f4b7f110c2ffda5bce8b5c89
Yercaud,11.79,78.21,Hill Station Monument Falls,0,0,15,0,26,0,36,0,Yercaud,Tamil Nadu,10fc96c69463e641906a040122dbcee4
Zuluk,27.25,88.78,Hills Lake Snow,0,0,0,0,24,0,35,0,Zuluk,Sikkim,d3dac0858b9a21ac4fd5db3abe4bd46c
